purity	normFactor	score	diploidProportion	ploidy	somaticPenalty
0.1400	0.7007	4.6352	0.0000	8.0000	0.0000
0.2300	0.9618	4.6360	0.0000	2.3000	0.0000
0.1300	1.0424	4.6364	0.0000	1.3000	0.0000
0.2000	0.8468	4.6438	0.0000	3.7500	0.0000
0.2400	0.9763	4.6623	0.0000	2.1600	0.0000
0.2200	0.8833	4.6668	0.0000	3.1500	0.0000
0.2300	0.9640	4.6672	0.0000	2.2800	0.0000
0.2500	0.9901	4.6693	0.0000	2.0400	0.0000
0.1800	0.8005	4.6702	0.0000	4.7000	0.0000
0.2000	0.8504	4.6722	0.0000	3.7000	0.0000
0.0800	1.0313	4.6736	0.0000	1.1200	0.0000
0.0800	1.0356	4.6789	0.0000	1.0200	0.0000
0.1300	1.0439	4.6853	0.0000	1.2800	0.0000
0.2000	0.8541	4.6960	0.0000	3.6500	0.0000
0.2300	0.9661	4.6979	0.0000	2.2600	0.0000
0.2500	0.9925	4.7068	0.0000	2.0200	0.0000
0.2400	0.9786	4.7104	0.0000	2.1400	0.0000
0.2000	0.8578	4.7231	0.0000	3.6000	0.0000
0.1300	1.0453	4.7266	0.0000	1.2600	0.0000
0.0800	1.0365	4.7266	0.0000	1.0000	0.0000
0.2100	0.8755	4.7324	0.0000	3.3000	0.0000
0.1800	0.8034	4.7359	0.0000	4.6500	0.0000
0.2300	0.9683	4.7368	0.0000	2.2400	0.0000
0.2500	0.9950	4.7407	0.0000	2.0000	0.0000
0.1200	1.0322	4.7430	0.0000	1.4000	0.0000
0.1900	0.8134	4.7482	0.0000	4.3500	0.0000
0.0800	1.0322	4.7497	0.0000	1.1000	0.0000
0.2400	0.9809	4.7577	0.0000	2.1200	0.0000
0.2000	0.8615	4.7607	0.0000	3.5500	0.0000
0.2200	0.8876	4.7634	0.0000	3.1000	0.0000
0.1300	1.0467	4.7677	0.0000	1.2400	0.0000
0.2500	0.9975	4.7722	0.0000	1.9800	0.0000
0.1200	1.0335	4.7756	0.0000	1.3800	0.0000
0.1400	0.7042	4.7783	0.0000	7.9000	0.0000
0.1600	0.7316	4.7785	0.0000	6.5000	0.0000
0.2300	0.9705	4.7858	0.0000	2.2200	0.0000
0.1500	0.7082	4.7895	0.0000	7.4000	0.0000
0.0800	1.0330	4.8003	0.0000	1.0800	0.0000
0.1800	0.8063	4.8024	0.0000	4.6000	0.0000
0.2500	1.1056	4.8036	0.0000	1.2000	0.0000
0.2400	0.9832	4.8038	0.0000	2.1000	0.0000
0.2000	0.8652	4.8055	0.0000	3.5000	0.0000
0.2500	1.1025	4.8074	0.0000	1.2200	0.0000
0.1300	1.0482	4.8085	0.0000	1.2200	0.0000
0.2500	1.0000	4.8101	0.0000	1.9600	0.0000
0.1200	1.0347	4.8134	0.0000	1.3600	0.0000
0.2500	1.0995	4.8149	0.0000	1.2400	0.0000
0.2500	1.0964	4.8197	0.0000	1.2600	0.0000
0.2500	1.0934	4.8301	0.0000	1.2800	0.0000
0.2300	0.9726	4.8359	0.0000	2.2000	0.0000
0.2500	1.0025	4.8448	0.0000	1.9400	0.0000
0.2500	1.0904	4.8453	0.0000	1.3000	0.0000
0.2400	0.9856	4.8486	0.0000	2.0800	0.0000
0.1300	1.0496	4.8492	0.0000	1.2000	0.0000
0.0800	1.0339	4.8503	0.0000	1.0600	0.0000
0.2100	0.8796	4.8519	0.0000	3.2500	0.0000
0.1500	0.7197	4.8534	0.0000	7.1000	0.0000
0.1700	0.7669	4.8535	0.0000	5.5000	0.0000
0.1500	0.7120	4.8537	0.0000	7.3000	0.0000
0.1500	0.7236	4.8537	0.0000	7.0000	0.0000
0.2200	0.8920	4.8541	0.0000	3.0500	0.0000
0.2500	1.0874	4.8612	0.0000	1.3200	0.0000
0.1500	0.7158	4.8628	0.0000	7.2000	0.0000
0.1900	0.8166	4.8692	0.0000	4.3000	0.0000
0.2000	0.8690	4.8707	0.0000	3.4500	0.0000
0.2500	1.0845	4.8765	0.0000	1.3400	0.0000
0.2500	1.0051	4.8780	0.0000	1.9200	0.0000
0.1200	1.0360	4.8850	0.0000	1.3400	0.0000
0.2300	0.9748	4.8854	0.0000	2.1800	0.0000
0.2500	1.0815	4.8898	0.0000	1.3600	0.0000
0.2400	0.9879	4.8930	0.0000	2.0600	0.0000
0.2500	1.0076	4.8998	0.0000	1.9000	0.0000
0.2500	1.0786	4.8999	0.0000	1.3800	0.0000
0.0800	1.0347	4.9000	0.0000	1.0400	0.0000
0.1800	0.8093	4.9009	0.0000	4.5500	0.0000
0.2200	0.8964	4.9058	0.0000	3.0000	0.0000
0.2500	1.0757	4.9109	0.0000	1.4000	0.0000
0.2500	1.0102	4.9195	0.0000	1.8800	0.0000
0.1500	0.7276	4.9204	0.0000	6.9000	0.0000
0.2500	1.0728	4.9242	0.0000	1.4200	0.0000
0.2200	0.8982	4.9252	0.0000	2.9800	0.0000
0.2300	0.9770	4.9344	0.0000	2.1600	0.0000
0.2500	1.0699	4.9366	0.0000	1.4400	0.0000
0.2400	0.9903	4.9368	0.0000	2.0400	0.0000
0.2500	1.0127	4.9386	0.0000	1.8600	0.0000
0.2200	0.9000	4.9447	0.0000	2.9600	0.0000
0.2500	1.0670	4.9482	0.0000	1.4600	0.0000
0.2300	1.0958	4.9521	0.0000	1.2000	0.0000
0.1200	1.0373	4.9565	0.0000	1.3200	0.0000
0.2500	1.0642	4.9586	0.0000	1.4800	0.0000
0.2500	1.0153	4.9587	0.0000	1.8400	0.0000
0.2000	0.8728	4.9616	0.0000	3.4000	0.0000
0.2200	0.9018	4.9650	0.0000	2.9400	0.0000
0.2500	1.0613	4.9681	0.0000	1.5000	0.0000
0.2100	0.8837	4.9701	0.0000	3.2000	0.0000
0.2500	1.0585	4.9765	0.0000	1.5200	0.0000
0.2400	0.9926	4.9797	0.0000	2.0200	0.0000
0.1500	0.7316	4.9804	0.0000	6.8000	0.0000
0.2500	1.0179	4.9825	0.0000	1.8200	0.0000
0.2300	0.9792	4.9829	0.0000	2.1400	0.0000
0.2200	0.9036	4.9834	0.0000	2.9200	0.0000
0.2500	1.0557	4.9847	0.0000	1.5400	0.0000
0.2200	0.9054	4.9874	0.0000	2.9000	0.0000
0.1900	0.8198	4.9883	0.0000	4.2500	0.0000
0.2500	1.0205	4.9889	0.0000	1.8000	0.0000
0.2200	0.9072	4.9907	0.0000	2.8800	0.0000
0.2500	1.0529	4.9917	0.0000	1.5600	0.0000
0.2200	0.9090	4.9935	0.0000	2.8600	0.0000
0.2500	1.0232	4.9944	0.0000	1.7800	0.0000
0.2200	0.9109	4.9958	0.0000	2.8400	0.0000
0.2500	1.0501	4.9971	0.0000	1.5800	0.0000
0.2200	0.9127	4.9983	0.0000	2.8200	0.0000
0.2500	1.0258	4.9989	0.0000	1.7600	0.0000
0.2200	0.9145	5.0001	0.0000	2.8000	0.0000
0.2500	1.0474	5.0011	0.0000	1.6000	0.0000
0.2200	0.9164	5.0013	0.0000	2.7800	0.0000
0.2500	1.0284	5.0024	0.0000	1.7400	0.0000
0.2500	1.0446	5.0042	0.0000	1.6200	0.0000
0.2500	1.0311	5.0049	0.0000	1.7200	0.0000
0.2500	1.0419	5.0061	0.0000	1.6400	0.0000
0.2500	1.0338	5.0063	0.0000	1.7000	0.0000
0.1400	0.7077	5.0066	0.0000	7.8000	0.0000
0.2500	1.0365	5.0068	0.0000	1.6800	0.0000
0.2500	1.0392	5.0069	0.0000	1.6600	0.0000
0.2200	0.9182	5.0082	0.0000	2.7600	0.0000
0.2200	0.9511	5.0114	0.0000	2.4200	0.0000
0.2200	0.9201	5.0127	0.0000	2.7400	0.0000
0.1800	0.8123	5.0129	0.0000	4.5000	0.0000
0.2200	0.9491	5.0135	0.0000	2.4400	0.0000
0.2200	0.9471	5.0151	0.0000	2.4600	0.0000
0.2200	0.9451	5.0162	0.0000	2.4800	0.0000
0.2200	0.9220	5.0163	0.0000	2.7200	0.0000
0.2200	0.9412	5.0166	0.0000	2.5200	0.0000
0.2200	0.9431	5.0166	0.0000	2.5000	0.0000
0.2200	0.9392	5.0170	0.0000	2.5400	0.0000
0.2200	0.9239	5.0192	0.0000	2.7000	0.0000
0.2200	0.9531	5.0194	0.0000	2.4000	0.0000
0.2200	0.9373	5.0195	0.0000	2.5600	0.0000
0.2200	0.9258	5.0214	0.0000	2.6800	0.0000
0.2400	0.9950	5.0215	0.0000	2.0000	0.0000
0.2200	0.9353	5.0219	0.0000	2.5800	0.0000
0.2200	0.9277	5.0230	0.0000	2.6600	0.0000
0.2200	0.9334	5.0238	0.0000	2.6000	0.0000
0.2200	0.9296	5.0239	0.0000	2.6400	0.0000
0.2200	0.9315	5.0242	0.0000	2.6200	0.0000
0.2200	0.9551	5.0276	0.0000	2.3800	0.0000
0.1200	1.0386	5.0284	0.0000	1.3000	0.0000
0.2300	0.9815	5.0306	0.0000	2.1200	0.0000
0.2200	0.9571	5.0344	0.0000	2.3600	0.0000
0.2200	0.9591	5.0445	0.0000	2.3400	0.0000
0.2200	0.9612	5.0544	0.0000	2.3200	0.0000
0.2400	0.9974	5.0625	0.0000	1.9800	0.0000
0.2200	0.9632	5.0639	0.0000	2.3000	0.0000
0.2000	0.8767	5.0714	0.0000	3.3500	0.0000
0.2300	0.9837	5.0787	0.0000	2.1000	0.0000
0.2100	0.8878	5.0834	0.0000	3.1500	0.0000
0.1600	0.7360	5.0855	0.0000	6.4000	0.0000
0.2200	0.9653	5.0900	0.0000	2.2800	0.0000
0.1900	0.8230	5.0955	0.0000	4.2000	0.0000
0.1200	1.0399	5.1004	0.0000	1.2800	0.0000
0.2400	0.9998	5.1028	0.0000	1.9600	0.0000
0.2200	0.9673	5.1111	0.0000	2.2600	0.0000
0.2300	0.9859	5.1275	0.0000	2.0800	0.0000
0.2200	0.9694	5.1329	0.0000	2.2400	0.0000
0.1800	0.8153	5.1368	0.0000	4.4500	0.0000
0.2400	1.0022	5.1421	0.0000	1.9400	0.0000
0.2200	0.9715	5.1609	0.0000	2.2200	0.0000
0.2400	1.0978	5.1674	0.0000	1.2200	0.0000
0.1200	1.0412	5.1723	0.0000	1.2600	0.0000
0.2300	0.9882	5.1757	0.0000	2.0600	0.0000
0.2000	0.8805	5.1794	0.0000	3.3000	0.0000
0.2400	1.0047	5.1797	0.0000	1.9200	0.0000
0.2400	1.0949	5.1847	0.0000	1.2400	0.0000
0.2200	0.9736	5.1912	0.0000	2.2000	0.0000
0.1700	0.7719	5.1928	0.0000	5.4000	0.0000
0.2100	0.8920	5.1957	0.0000	3.1000	0.0000
0.1900	0.8263	5.1981	0.0000	4.1500	0.0000
0.2400	1.0920	5.2006	0.0000	1.2600	0.0000
0.1500	0.7357	5.2123	0.0000	6.7000	0.0000
0.2400	1.0071	5.2129	0.0000	1.9000	0.0000
0.2200	0.9757	5.2137	0.0000	2.1800	0.0000
0.2400	1.0891	5.2198	0.0000	1.2800	0.0000
0.2300	0.9905	5.2231	0.0000	2.0400	0.0000
0.2200	0.9778	5.2356	0.0000	2.1600	0.0000
0.2400	1.0863	5.2416	0.0000	1.3000	0.0000
0.1200	1.0426	5.2440	0.0000	1.2400	0.0000
0.2400	1.0096	5.2451	0.0000	1.8800	0.0000
0.1800	0.8183	5.2546	0.0000	4.4000	0.0000
0.2200	0.9799	5.2572	0.0000	2.1400	0.0000
0.2400	1.0834	5.2630	0.0000	1.3200	0.0000
0.2300	0.9927	5.2697	0.0000	2.0200	0.0000
0.1400	0.7112	5.2717	0.0000	7.7000	0.0000
0.2400	1.0120	5.2791	0.0000	1.8600	0.0000
0.2400	1.0806	5.2834	0.0000	1.3400	0.0000
0.1600	0.7403	5.2888	0.0000	6.3000	0.0000
0.2200	0.9821	5.2896	0.0000	2.1200	0.0000
0.1600	0.7630	5.3001	0.0000	5.8000	0.0000
0.1900	0.8295	5.3021	0.0000	4.1000	0.0000
0.2400	1.0778	5.3030	0.0000	1.3600	0.0000
0.2000	0.8845	5.3043	0.0000	3.2500	0.0000
0.2100	0.8962	5.3072	0.0000	3.0500	0.0000
0.2300	0.9950	5.3149	0.0000	2.0000	0.0000
0.1200	1.0439	5.3155	0.0000	1.2200	0.0000
0.2400	1.0145	5.3168	0.0000	1.8400	0.0000
0.2400	1.0750	5.3216	0.0000	1.3800	0.0000
0.1600	0.7584	5.3230	0.0000	5.9000	0.0000
0.2200	1.0884	5.3238	0.0000	1.2200	0.0000
0.2200	0.9842	5.3279	0.0000	2.1000	0.0000
0.2400	1.0722	5.3393	0.0000	1.4000	0.0000
0.2400	1.0170	5.3499	0.0000	1.8200	0.0000
0.1600	0.7538	5.3525	0.0000	6.0000	0.0000
0.2400	1.0694	5.3559	0.0000	1.4200	0.0000
0.2300	0.9973	5.3599	0.0000	1.9800	0.0000
0.2200	0.9863	5.3656	0.0000	2.0800	0.0000
0.1800	0.8213	5.3680	0.0000	4.3500	0.0000
0.2400	1.0195	5.3707	0.0000	1.8000	0.0000
0.2400	1.0667	5.3718	0.0000	1.4400	0.0000
0.1900	0.8328	5.3761	0.0000	4.0500	0.0000
0.1600	0.7678	5.3763	0.0000	5.7000	0.0000
0.1100	1.0278	5.3769	0.0000	1.4200	0.0000
0.1600	0.7493	5.3812	0.0000	6.1000	0.0000
0.1100	1.0290	5.3847	0.0000	1.4000	0.0000
0.2400	1.0640	5.3872	0.0000	1.4600	0.0000
0.2400	1.0220	5.3906	0.0000	1.7800	0.0000
0.2400	1.0612	5.4009	0.0000	1.4800	0.0000
0.1600	0.7448	5.4037	0.0000	6.2000	0.0000
0.2300	0.9996	5.4045	0.0000	1.9600	0.0000
0.2200	0.9885	5.4050	0.0000	2.0600	0.0000
0.2100	0.9005	5.4058	0.0000	3.0000	0.0000
0.2400	1.0245	5.4102	0.0000	1.7600	0.0000
0.2400	1.0585	5.4136	0.0000	1.5000	0.0000
0.2400	1.0558	5.4252	0.0000	1.5200	0.0000
0.2400	1.0271	5.4291	0.0000	1.7400	0.0000
0.1100	1.0301	5.4307	0.0000	1.3800	0.0000
0.2400	1.0531	5.4358	0.0000	1.5400	0.0000
0.1900	0.8361	5.4384	0.0000	4.0000	0.0000
0.2000	0.8884	5.4436	0.0000	3.2000	0.0000
0.2100	0.9022	5.4440	0.0000	2.9800	0.0000
0.2200	0.9907	5.4448	0.0000	2.0400	0.0000
0.2400	1.0505	5.4454	0.0000	1.5600	0.0000
0.2300	1.0019	5.4478	0.0000	1.9400	0.0000
0.2400	1.0296	5.4484	0.0000	1.7200	0.0000
0.2400	1.0478	5.4538	0.0000	1.5800	0.0000
0.2400	1.0322	5.4560	0.0000	1.7000	0.0000
0.1500	0.7398	5.4605	0.0000	6.6000	0.0000
0.2400	1.0452	5.4612	0.0000	1.6000	0.0000
0.2400	1.0347	5.4617	0.0000	1.6800	0.0000
0.2400	1.0373	5.4664	0.0000	1.6600	0.0000
0.2400	1.0426	5.4675	0.0000	1.6200	0.0000
0.2400	1.0399	5.4701	0.0000	1.6400	0.0000
0.1100	1.0313	5.4765	0.0000	1.3600	0.0000
0.1600	0.7725	5.4801	0.0000	5.6000	0.0000
0.2100	0.9039	5.4815	0.0000	2.9600	0.0000
0.1700	0.7771	5.4822	0.0000	5.3000	0.0000
0.2200	0.9928	5.4841	0.0000	2.0200	0.0000
0.2300	1.0043	5.4855	0.0000	1.9200	0.0000
0.1900	0.8395	5.4975	0.0000	3.9500	0.0000
0.1800	0.8244	5.5115	0.0000	4.3000	0.0000
0.2100	0.9056	5.5183	0.0000	2.9400	0.0000
0.2300	1.0066	5.5196	0.0000	1.9000	0.0000
0.1900	0.8429	5.5205	0.0000	3.9000	0.0000
0.2200	0.9950	5.5228	0.0000	2.0000	0.0000
0.1100	1.0325	5.5245	0.0000	1.3400	0.0000
0.2100	0.9706	5.5246	0.0000	2.2400	0.0000
0.1900	0.8463	5.5248	0.0000	3.8500	0.0000
0.2100	0.9646	5.5249	0.0000	2.3000	0.0000
0.2100	0.9686	5.5251	0.0000	2.2600	0.0000
0.2100	0.9666	5.5252	0.0000	2.2800	0.0000
0.1900	0.8497	5.5261	0.0000	3.8000	0.0000
0.2100	0.9725	5.5274	0.0000	2.2200	0.0000
0.2100	0.9745	5.5300	0.0000	2.2000	0.0000
0.2100	0.9766	5.5322	0.0000	2.1800	0.0000
0.1900	0.8532	5.5339	0.0000	3.7500	0.0000
0.2100	0.9627	5.5357	0.0000	2.3200	0.0000
0.1900	0.8567	5.5409	0.0000	3.7000	0.0000
0.1900	0.8602	5.5459	0.0000	3.6500	0.0000
0.2100	0.9607	5.5459	0.0000	2.3400	0.0000
0.2100	0.9074	5.5468	0.0000	2.9200	0.0000
0.2100	0.9786	5.5477	0.0000	2.1600	0.0000
0.2300	1.0089	5.5528	0.0000	1.8800	0.0000
0.1900	0.8637	5.5539	0.0000	3.6000	0.0000
0.2100	0.9588	5.5558	0.0000	2.3600	0.0000
0.2000	0.8924	5.5607	0.0000	3.1500	0.0000
0.2200	0.9972	5.5617	0.0000	1.9800	0.0000
0.2100	0.9806	5.5648	0.0000	2.1400	0.0000
0.2100	0.9568	5.5655	0.0000	2.3800	0.0000
0.2100	0.9091	5.5677	0.0000	2.9000	0.0000
0.2100	0.9549	5.5747	0.0000	2.4000	0.0000
0.2300	1.0931	5.5768	0.0000	1.2200	0.0000
0.1900	0.8673	5.5770	0.0000	3.5500	0.0000
0.1100	1.0337	5.5791	0.0000	1.3200	0.0000
0.2100	0.9826	5.5823	0.0000	2.1200	0.0000
0.2100	0.9530	5.5834	0.0000	2.4200	0.0000
0.2300	1.0113	5.5858	0.0000	1.8600	0.0000
0.2100	0.9109	5.5879	0.0000	2.8800	0.0000
0.2100	0.9511	5.5954	0.0000	2.4400	0.0000
0.1900	0.8709	5.6001	0.0000	3.5000	0.0000
0.2200	0.9994	5.6008	0.0000	1.9600	0.0000
0.2300	1.0903	5.6019	0.0000	1.2400	0.0000
0.2100	0.9492	5.6069	0.0000	2.4600	0.0000
0.2100	0.9126	5.6073	0.0000	2.8600	0.0000
0.2100	0.9847	5.6097	0.0000	2.1000	0.0000
0.2100	0.9473	5.6176	0.0000	2.4800	0.0000
0.2300	1.0137	5.6178	0.0000	1.8400	0.0000
0.1900	0.8745	5.6237	0.0000	3.4500	0.0000
0.2100	0.9144	5.6261	0.0000	2.8400	0.0000
0.2300	1.0876	5.6262	0.0000	1.2600	0.0000
0.2100	0.9454	5.6275	0.0000	2.5000	0.0000
0.1100	1.0349	5.6336	0.0000	1.3000	0.0000
0.1400	0.7148	5.6340	0.0000	7.6000	0.0000
0.2100	0.9435	5.6369	0.0000	2.5200	0.0000
0.2100	0.9867	5.6371	0.0000	2.0800	0.0000
0.1900	0.8782	5.6377	0.0000	3.4000	0.0000
0.2200	1.0016	5.6393	0.0000	1.9400	0.0000
0.2100	0.9161	5.6441	0.0000	2.8200	0.0000
0.2100	0.9416	5.6457	0.0000	2.5400	0.0000
0.2300	1.0160	5.6478	0.0000	1.8200	0.0000
0.2300	1.0848	5.6495	0.0000	1.2800	0.0000
0.1800	0.8275	5.6524	0.0000	4.2500	0.0000
0.1900	0.8819	5.6533	0.0000	3.3500	0.0000
0.2100	0.9398	5.6536	0.0000	2.5600	0.0000
0.2100	0.9179	5.6599	0.0000	2.8000	0.0000
0.2100	0.9379	5.6610	0.0000	2.5800	0.0000
0.2100	0.9197	5.6620	0.0000	2.7800	0.0000
0.2100	0.9888	5.6641	0.0000	2.0600	0.0000
0.2100	0.9215	5.6646	0.0000	2.7600	0.0000
0.2100	0.9360	5.6657	0.0000	2.6000	0.0000
0.2100	0.9233	5.6671	0.0000	2.7400	0.0000
0.2100	0.9342	5.6673	0.0000	2.6200	0.0000
0.2100	0.9251	5.6689	0.0000	2.7200	0.0000
0.2100	0.9269	5.6701	0.0000	2.7000	0.0000
0.2100	0.9324	5.6702	0.0000	2.6400	0.0000
0.2100	0.9305	5.6706	0.0000	2.6600	0.0000
0.2100	0.9287	5.6706	0.0000	2.6800	0.0000
0.2300	1.0821	5.6720	0.0000	1.3000	0.0000
0.2300	1.0184	5.6736	0.0000	1.8000	0.0000
0.2000	0.8964	5.6739	0.0000	3.1000	0.0000
0.2100	1.0838	5.6768	0.0000	1.2200	0.0000
0.2200	1.0038	5.6772	0.0000	1.9200	0.0000
0.2100	1.0813	5.6847	0.0000	1.2400	0.0000
0.2100	0.9909	5.6868	0.0000	2.0400	0.0000
0.1100	1.0360	5.6880	0.0000	1.2800	0.0000
0.1900	0.8856	5.6919	0.0000	3.3000	0.0000
0.2300	1.0794	5.6935	0.0000	1.3200	0.0000
0.2300	1.0208	5.6985	0.0000	1.7800	0.0000
0.2100	0.9929	5.7078	0.0000	2.0200	0.0000
0.2300	1.0767	5.7125	0.0000	1.3400	0.0000
0.2200	1.0061	5.7148	0.0000	1.9000	0.0000
0.1700	0.7822	5.7160	0.0000	5.2000	0.0000
0.2300	1.0233	5.7225	0.0000	1.7600	0.0000
0.2300	1.0741	5.7281	0.0000	1.3600	0.0000
0.1600	0.7774	5.7294	0.0000	5.5000	0.0000
0.2100	0.9950	5.7326	0.0000	2.0000	0.0000
0.1100	1.0372	5.7422	0.0000	1.2600	0.0000
0.2300	1.0714	5.7427	0.0000	1.3800	0.0000
0.2300	1.0257	5.7478	0.0000	1.7400	0.0000
0.2200	1.0083	5.7515	0.0000	1.8800	0.0000
0.1900	0.8894	5.7523	0.0000	3.2500	0.0000
0.2300	1.0688	5.7564	0.0000	1.4000	0.0000
0.2300	1.0661	5.7691	0.0000	1.4200	0.0000
0.2100	0.9971	5.7700	0.0000	1.9800	0.0000
0.2300	1.0281	5.7755	0.0000	1.7200	0.0000
0.2300	1.0635	5.7809	0.0000	1.4400	0.0000
0.1500	0.7439	5.7856	0.0000	6.5000	0.0000
0.2200	1.0106	5.7874	0.0000	1.8600	0.0000
0.1800	0.8306	5.7905	0.0000	4.2000	0.0000
0.2300	1.0609	5.7917	0.0000	1.4600	0.0000
0.2300	1.0306	5.7918	0.0000	1.7000	0.0000
0.2000	0.9005	5.7924	0.0000	3.0500	0.0000
0.1100	1.0384	5.7963	0.0000	1.2400	0.0000
0.2300	1.0583	5.8017	0.0000	1.4800	0.0000
0.2300	1.0330	5.8063	0.0000	1.6800	0.0000
0.2100	0.9992	5.8070	0.0000	1.9600	0.0000
0.2300	1.0557	5.8107	0.0000	1.5000	0.0000
0.2300	1.0355	5.8177	0.0000	1.6600	0.0000
0.2300	1.0531	5.8184	0.0000	1.5200	0.0000
0.2200	1.0128	5.8225	0.0000	1.8400	0.0000
0.2300	1.0506	5.8235	0.0000	1.5400	0.0000
0.2300	1.0480	5.8273	0.0000	1.5600	0.0000
0.2300	1.0380	5.8282	0.0000	1.6400	0.0000
0.2300	1.0455	5.8303	0.0000	1.5800	0.0000
0.1900	0.8932	5.8321	0.0000	3.2000	0.0000
0.2300	1.0430	5.8324	0.0000	1.6000	0.0000
0.2300	1.0405	5.8379	0.0000	1.6200	0.0000
0.1700	0.7875	5.8397	0.0000	5.1000	0.0000
0.2100	1.0013	5.8435	0.0000	1.9400	0.0000
0.2200	1.0151	5.8574	0.0000	1.8200	0.0000
0.1700	0.8093	5.8786	0.0000	4.7000	0.0000
0.2100	1.0034	5.8796	0.0000	1.9200	0.0000
0.1700	0.8065	5.8823	0.0000	4.7500	0.0000
0.2200	1.0174	5.8912	0.0000	1.8000	0.0000
0.2000	0.9046	5.8925	0.0000	3.0000	0.0000
0.1700	0.8037	5.8926	0.0000	4.8000	0.0000
0.1700	0.8121	5.8953	0.0000	4.6500	0.0000
0.1700	0.8010	5.9026	0.0000	4.8500	0.0000
0.2100	1.0056	5.9115	0.0000	1.9000	0.0000
0.1900	0.8970	5.9126	0.0000	3.1500	0.0000
0.1700	0.8149	5.9152	0.0000	4.6000	0.0000
0.1700	0.7982	5.9160	0.0000	4.9000	0.0000
0.2200	1.0197	5.9245	0.0000	1.7800	0.0000
0.2000	0.9062	5.9261	0.0000	2.9800	0.0000
0.1800	0.8337	5.9263	0.0000	4.1500	0.0000
0.1700	0.7955	5.9324	0.0000	4.9500	0.0000
0.1700	0.7928	5.9429	0.0000	5.0000	0.0000
0.2100	1.0077	5.9450	0.0000	1.8800	0.0000
0.1700	0.8178	5.9518	0.0000	4.5500	0.0000
0.2200	1.0220	5.9569	0.0000	1.7600	0.0000
0.2000	0.9079	5.9592	0.0000	2.9600	0.0000
0.2000	0.9910	5.9693	0.0000	2.0400	0.0000
0.2000	0.9891	5.9693	0.0000	2.0600	0.0000
0.2000	0.9871	5.9716	0.0000	2.0800	0.0000
0.2000	0.9852	5.9735	0.0000	2.1000	0.0000
0.2000	0.9832	5.9777	0.0000	2.1200	0.0000
0.2100	1.0099	5.9781	0.0000	1.8600	0.0000
0.2000	0.9813	5.9828	0.0000	2.1400	0.0000
0.2000	0.9930	5.9830	0.0000	2.0200	0.0000
0.2000	0.9793	5.9874	0.0000	2.1600	0.0000
0.2200	1.0243	5.9884	0.0000	1.7400	0.0000
0.1700	0.8206	5.9897	0.0000	4.5000	0.0000
0.2000	0.9095	5.9918	0.0000	2.9400	0.0000
0.2000	0.9950	5.9964	0.0000	2.0000	0.0000
0.2000	0.9774	5.9976	0.0000	2.1800	0.0000
0.1400	0.7184	5.9980	0.0000	7.5000	0.0000
0.1900	0.9009	6.0060	0.0000	3.1000	0.0000
0.1600	0.7822	6.0070	0.0000	5.4000	0.0000
0.2200	1.0858	6.0094	0.0000	1.2400	0.0000
0.2100	1.0120	6.0112	0.0000	1.8400	0.0000
0.2000	0.9755	6.0129	0.0000	2.2000	0.0000
0.2000	0.9970	6.0133	0.0000	1.9800	0.0000
0.2200	1.0266	6.0191	0.0000	1.7200	0.0000
0.1700	0.8235	6.0216	0.0000	4.4500	0.0000
0.2000	0.9112	6.0233	0.0000	2.9200	0.0000
0.2000	0.9736	6.0277	0.0000	2.2200	0.0000
0.2200	1.0832	6.0279	0.0000	1.2600	0.0000
0.2000	0.9990	6.0378	0.0000	1.9600	0.0000
0.2000	0.9717	6.0420	0.0000	2.2400	0.0000
0.2100	1.0142	6.0439	0.0000	1.8200	0.0000
0.1800	0.8368	6.0444	0.0000	4.1000	0.0000
0.2200	1.0290	6.0452	0.0000	1.7000	0.0000
0.2200	1.0806	6.0459	0.0000	1.2800	0.0000
0.2000	0.9129	6.0525	0.0000	2.9000	0.0000
0.2000	0.9698	6.0556	0.0000	2.2600	0.0000
0.2000	1.0769	6.0601	0.0000	1.2400	0.0000
0.2000	1.0010	6.0612	0.0000	1.9400	0.0000
0.1700	0.8264	6.0617	0.0000	4.4000	0.0000
0.2200	1.0780	6.0629	0.0000	1.3000	0.0000
0.2000	0.9679	6.0652	0.0000	2.2800	0.0000
0.2200	1.0313	6.0698	0.0000	1.6800	0.0000
0.2000	0.9660	6.0755	0.0000	2.3000	0.0000
0.2100	1.0164	6.0758	0.0000	1.8000	0.0000
0.2200	1.0755	6.0791	0.0000	1.3200	0.0000
0.2000	0.9145	6.0816	0.0000	2.8800	0.0000
0.2000	1.0030	6.0838	0.0000	1.9200	0.0000
0.2000	0.9642	6.0876	0.0000	2.3200	0.0000
0.2200	1.0337	6.0935	0.0000	1.6600	0.0000
0.2200	1.0729	6.0944	0.0000	1.3400	0.0000
0.2000	0.9623	6.0988	0.0000	2.3400	0.0000
0.2000	1.0051	6.1060	0.0000	1.9000	0.0000
0.2100	1.0185	6.1064	0.0000	1.7800	0.0000
0.2200	1.0704	6.1077	0.0000	1.3600	0.0000
0.2000	0.9604	6.1098	0.0000	2.3600	0.0000
0.2000	0.9162	6.1101	0.0000	2.8600	0.0000
0.2200	1.0360	6.1163	0.0000	1.6400	0.0000
0.2200	1.0678	6.1201	0.0000	1.3800	0.0000
0.2000	0.9586	6.1203	0.0000	2.3800	0.0000
